gen,seq,delta_ns
1789211068009-tick,533,48619800
1789211068009-tick,534,50958200
1789211068009-tick,535,50592800
1789211068009-tick,536,49256900
1789211068009-tick,537,49237100
1789211068009-tick,538,49999000
1789211068009-tick,539,50469000
1789211068009-tick,540,50843200
1789211068009-tick,541,49717500
1789211068009-tick,542,50678100
1789211068009-tick,543,49309700
1789211068009-tick,544,49561000
1789211068009-tick,545,50980600
1789211068009-tick,546,48568100
1789211068009-tick,547,51462400
1789211068009-tick,548,48701600
1789211068009-tick,549,50312600
1789211068009-tick,550,51179400
1789211068009-tick,551,48551000
1789211068009-tick,552,49657200
1789211068009-tick,553,51014800
1789211068009-tick,554,49224400
1789211068009-tick,555,50191200
1789211068009-tick,556,50371100
1789211068009-tick,557,50482900
1789211068009-tick,558,49116300
1789211068009-tick,559,50032200
1789211068009-tick,560,50319300
1789211068009-tick,561,50025600
1789211068009-tick,562,50348200
1789211068009-tick,563,49065500
1789211068009-tick,564,50625000
1789211068009-tick,565,50111000
1789211068009-tick,566,49437000
1789211068009-tick,567,49628200
1789211068009-tick,568,49961200
1789211068009-tick,569,51723800
1789211068009-tick,570,49856400
1789211068009-tick,571,49005200
1789211068009-tick,572,49833100
1789211068009-tick,573,50396100
1789211068009-tick,574,50666100
1789211068009-tick,575,49168000
1789211068009-tick,576,50934000
1789211068009-tick,577,49110800
1789211068009-tick,578,49968900
1789211068009-tick,579,51316200
1789211068009-tick,580,49702800
1789211068009-tick,581,49057900
1789211068009-tick,582,50044400
1789211068009-tick,583,49929500
1789211068009-tick,584,49687100
1789211068009-tick,585,49962000
1789211068009-tick,586,50217600
1789211068009-tick,587,49831400
1789211068009-tick,588,50240200
1789211068009-tick,589,49941700
1789211068009-tick,590,50227600
1789211068009-tick,591,50680200
1789211068009-tick,592,48869400
1789211068009-tick,593,51367600
1789211068009-tick,594,48476100
1789211068009-tick,595,51495300
1789211068009-tick,596,49144500
1789211068009-tick,597,49718600
1789211068009-tick,598,51196100
1789211068009-tick,599,49733000
1789211068009-tick,600,49981300
1789211068009-tick,601,49311800
1789211068009-tick,602,51014100
1789211068009-tick,603,50206000
1789211068009-tick,604,48275700
1789211068009-tick,605,51480000
1789211068009-tick,606,49496800
1789211068009-tick,607,50004400
1789211068009-tick,608,50024300
1789211068009-tick,609,50295700
1789211068009-tick,610,50269100
1789211068009-tick,611,49010100
1789211068009-tick,612,50468600
1789211068009-tick,613,49104500
1789211068009-tick,614,50267400
