gen,seq,delta_ns
1789208922556-tick,396,50012200
1789208922556-tick,397,49682500
1789208922556-tick,398,50768000
1789208922556-tick,399,49514300
1789208922556-tick,400,50476900
1789208922556-tick,401,50163800
1789208922556-tick,402,49772000
1789208922556-tick,403,49612000
1789208922556-tick,404,51265100
1789208922556-tick,405,49809800
1789208922556-tick,406,50265600
1789208922556-tick,407,48268000
1789208922556-tick,408,51415200
1789208922556-tick,409,49572000
1789208922556-tick,410,49310300
1789208922556-tick,411,49852300
1789208922556-tick,412,51630200
1789208922556-tick,413,48399200
1789208922556-tick,414,50154300
1789208922556-tick,415,51615000
1789208922556-tick,416,49651500
1789208922556-tick,417,48971300
1789208922556-tick,418,49618400
1789208922556-tick,419,51563400
1789208922556-tick,420,49359500
1789208922556-tick,421,48906700
1789208922556-tick,422,50336500
1789208922556-tick,423,49883900
1789208922556-tick,424,50327900
1789208922556-tick,425,49459500
1789208922556-tick,426,51190400
1789208922556-tick,427,48918600
1789208922556-tick,428,50397200
1789208922556-tick,429,49724300
1789208922556-tick,430,50693100
1789208922556-tick,431,49371900
1789208922556-tick,432,50624200
1789208922556-tick,433,49553100
1789208922556-tick,434,49614700
1789208922556-tick,435,51203500
1789208922556-tick,436,50001700
1789208922556-tick,437,48731900
1789208922556-tick,438,50417400
1789208922556-tick,439,49674000
1789208922556-tick,440,51302100
1789208922556-tick,441,49295200
1789208922556-tick,442,50201400
1789208922556-tick,443,50465300
1789208922556-tick,444,48932600
1789208922556-tick,445,50498000
1789208922556-tick,446,50010600
1789208922556-tick,447,50425900
1789208922556-tick,448,49223300
1789208922556-tick,449,51082300
1789208922556-tick,450,50243000
1789208922556-tick,451,48926900
1789208922556-tick,452,49493800
1789208922556-tick,453,50630700
1789208922556-tick,454,49671700
1789208922556-tick,455,49621800
1789208922556-tick,456,50546400
1789208922556-tick,457,49393500
1789208922556-tick,458,50395700
1789208922556-tick,459,49630600
1789208922556-tick,460,50535700
1789208922556-tick,461,49499500
1789208922556-tick,462,51596200
1789208922556-tick,463,50123200
1789208922556-tick,464,48821600
1789208922556-tick,465,50266500
1789208922556-tick,466,49747700
1789208922556-tick,467,49929400
1789208922556-tick,468,50298500
1789208922556-tick,469,49777300
1789208922556-tick,470,51063100
1789208922556-tick,471,50082800
1789208922556-tick,472,48773500
1789208922556-tick,473,50340400
1789208922556-tick,474,49134100
1789208922556-tick,475,49958300
1789208922556-tick,476,50291200
1789208922556-tick,477,51178200
1789208922556-tick,478,49201900
1789208922556-tick,479,50306200
1789208922556-tick,480,50315400
1789208922556-tick,481,50292100
1789208922556-tick,482,50040400
1789208922556-tick,483,49735300
1789208922556-tick,484,49037800
1789208922556-tick,485,51401600
1789208922556-tick,486,49127200
1789208922556-tick,487,49121600
1789208922556-tick,488,50916200
1789208922556-tick,489,49247100
1789208922556-tick,490,49977400
1789208922556-tick,491,50028500
1789208922556-tick,492,50143500
1789208922556-tick,493,50876500
1789208922556-tick,494,48949900
1789208922556-tick,495,49804800
1789208922556-tick,496,50838700
1789208922556-tick,497,49702500
1789208922556-tick,498,50166500
1789208922556-tick,499,50090900
1789208922556-tick,500,50653600
1789208922556-tick,501,49871000
1789208922556-tick,502,50296300
1789208922556-tick,503,49045200
1789208922556-tick,504,49366000
1789208922556-tick,505,50907600
1789208922556-tick,506,50297500
1789208922556-tick,507,49318700
1789208922556-tick,508,51388100
1789208922556-tick,509,48621400
1789208922556-tick,510,49980900
1789208922556-tick,511,49582300
1789208922556-tick,512,51563900
1789208922556-tick,513,49371700
1789208922556-tick,514,49703300
1789208922556-tick,515,50451000
1789208922556-tick,516,48807000
1789208922556-tick,517,50456900
1789208922556-tick,518,49616500
1789208922556-tick,519,50454000
1789208922556-tick,520,50090100
1789208922556-tick,521,50350100
1789208922556-tick,522,49410000
1789208922556-tick,523,49617700
1789208922556-tick,524,50370800
1789208922556-tick,525,49688100
1789208922556-tick,526,51383300
1789208922556-tick,527,50197800
1789208922556-tick,528,49834200
1789208922556-tick,529,49250200
1789208922556-tick,530,50187200
1789208922556-tick,531,49105700
1789208922556-tick,532,49932900
1789208922556-tick,533,51956800
1789208922556-tick,534,48577200
1789208922556-tick,535,50913600
1789208922556-tick,536,49516100
1789208922556-tick,537,50342600
1789208922556-tick,538,50004200
1789208922556-tick,539,49633000
1789208922556-tick,540,51012400
1789208922556-tick,541,49412800
1789208922556-tick,542,48609100
1789208922556-tick,543,50901200
1789208922556-tick,544,49867900
1789208922556-tick,545,49595000
1789208922556-tick,546,51337300
1789208922556-tick,547,49954200
1789208922556-tick,548,50239300
1789208922556-tick,549,48310100
1789208922556-tick,550,49978200
1789208922556-tick,551,50631600
1789208922556-tick,552,49554200
1789208922556-tick,553,50444300
1789208922556-tick,554,49473500
1789208922556-tick,555,50580400
1789208922556-tick,556,49290100
1789208922556-tick,557,50260100
1789208922556-tick,558,50364000
1789208922556-tick,559,49255000
1789208922556-tick,560,51546800
1789208922556-tick,561,49106000
1789208922556-tick,562,50272300
1789208922556-tick,563,49218700
1789208922556-tick,564,50348900
1789208922556-tick,565,51116100
1789208922556-tick,566,48584400
1789208922556-tick,567,49900500
1789208922556-tick,568,50018700
1789208922556-tick,569,51050000
1789208922556-tick,570,49051700
1789208922556-tick,571,50902200
1789208922556-tick,572,49280900
1789208922556-tick,573,50999700
1789208922556-tick,574,50363000
1789208922556-tick,575,49980300
1789208922556-tick,576,49097000
1789208922556-tick,577,49545100
1789208922556-tick,578,50005600
1789208922556-tick,579,49881700
1789208922556-tick,580,51583600
1789208922556-tick,581,49281200
1789208922556-tick,582,48986600
1789208922556-tick,583,51008200
1789208922556-tick,584,49121800
1789208922556-tick,585,51682200
1789208922556-tick,586,49277800
1789208922556-tick,587,50034500
1789208922556-tick,588,49187600
1789208922556-tick,589,50056300
1789208922556-tick,590,50031400
1789208922556-tick,591,51001800
1789208922556-tick,592,50214700
1789208922556-tick,593,49978900
1789208922556-tick,594,50084500
1789208922556-tick,595,49629300
1789208922556-tick,596,49127300
1789208922556-tick,597,50057500
1789208922556-tick,598,50490900
1789208922556-tick,599,48885200
1789208922556-tick,600,51014400
1789208922556-tick,601,49594000
1789208922556-tick,602,49488800
1789208922556-tick,603,50072800
1789208922556-tick,604,50482300
1789208922556-tick,605,49674300
1789208922556-tick,606,50087600
1789208922556-tick,607,51057500
1789208922556-tick,608,48564600
1789208922556-tick,609,50932100
1789208922556-tick,610,49017000
1789208922556-tick,611,50987400
1789208922556-tick,612,49197800
1789208922556-tick,613,51502800
1789208922556-tick,614,48499400
1789208922556-tick,615,49863300
1789208922556-tick,616,50014700
1789208922556-tick,617,50688900
1789208922556-tick,618,49982800
1789208922556-tick,619,50723500
1789208922556-tick,620,49085900
1789208922556-tick,621,49980500
1789208922556-tick,622,49467700
1789208922556-tick,623,50571200
1789208922556-tick,624,49576300
1789208922556-tick,625,49926000
1789208922556-tick,626,51123600
1789208922556-tick,627,49298200
1789208922556-tick,628,51072900
1789208922556-tick,629,49069100
1789208922556-tick,630,50256200
1789208922556-tick,631,50450100
1789208922556-tick,632,48866000
1789208922556-tick,633,50705600
1789208922556-tick,634,49425100
1789208922556-tick,635,50630300
1789208922556-tick,636,49994400
1789208922556-tick,637,50709600
1789208922556-tick,638,49307000
1789208922556-tick,639,49495600
1789208922556-tick,640,49832600
1789208922556-tick,641,51505300
1789208922556-tick,642,49750600
1789208922556-tick,643,48554000
1789208922556-tick,644,50256400
1789208922556-tick,645,51177300
1789208922556-tick,646,48797900
1789208922556-tick,647,50234000
1789208922556-tick,648,49746800
1789208922556-tick,649,50515800
1789208922556-tick,650,50691100
1789208922556-tick,651,49012900
1789208922556-tick,652,50295200
1789208922556-tick,653,50564800
1789208922556-tick,654,48710900
1789208922556-tick,655,51421300
1789208922556-tick,656,48520600
1789208922556-tick,657,50695700
1789208922556-tick,658,50168200
1789208922556-tick,659,50804300
1789208922556-tick,660,49050900
1789208922556-tick,661,50099800
1789208922556-tick,662,51024800
1789208922556-tick,663,48973000
1789208922556-tick,664,50787500
1789208922556-tick,665,50265200
1789208922556-tick,666,49592400
1789208922556-tick,667,50331900
1789208922556-tick,668,48690200
1789208922556-tick,669,50089100
1789208922556-tick,670,49715500
1789208922556-tick,671,51149400
1789208922556-tick,672,49886400
1789208922556-tick,673,48614500
1789208922556-tick,674,51116600
1789208922556-tick,675,49125800
1789208922556-tick,676,50776000
1789208922556-tick,677,50836100
1789208922556-tick,678,48693300
1789208922556-tick,679,49439400
1789208922556-tick,680,51974000
1789208922556-tick,681,49923400
1789208922556-tick,682,48177500
1789208922556-tick,683,50900600
1789208922556-tick,684,51056400
1789208922556-tick,685,49921800
1789208922556-tick,686,48286700
1789208922556-tick,687,49924100
1789208922556-tick,688,51491400
1789208922556-tick,689,50095600
1789208922556-tick,690,48656100
1789208922556-tick,691,49865700
1789208922556-tick,692,50972000
1789208922556-tick,693,49450300
1789208922556-tick,694,50188700
1789208922556-tick,695,50555100
1789208922556-tick,696,48924200
1789208922556-tick,697,50385100
1789208922556-tick,698,50825900
1789208922556-tick,699,49127800
1789208922556-tick,700,49941300
1789208922556-tick,701,49420000
1789208922556-tick,702,51351700
1789208922556-tick,703,49480400
1789208922556-tick,704,50635300
1789208922556-tick,705,50327600
1789208922556-tick,706,49023600
1789208922556-tick,707,49733100
1789208922556-tick,708,50339200
1789208922556-tick,709,50321900
1789208922556-tick,710,50007000
1789208922556-tick,711,50000800
1789208922556-tick,712,48904900
1789208922556-tick,713,51714900
1789208922556-tick,714,48622500
1789208922556-tick,715,51313200
1789208922556-tick,716,48167500
1789208922556-tick,717,50751800
1789208922556-tick,718,51254000
1789208922556-tick,719,48065100
1789208922556-tick,720,50087300
1789208922556-tick,721,49982700
1789208922556-tick,722,51110800
1789208922556-tick,723,49183100
1789208922556-tick,724,50258900
1789208922556-tick,725,50031500
1789208922556-tick,726,50836900
1789208922556-tick,727,49061500
1789208922556-tick,728,50130700
1789208922556-tick,729,50215100
1789208922556-tick,730,49268800
1789208922556-tick,731,50369000
1789208922556-tick,732,49559500
1789208922556-tick,733,51530500
1789208922556-tick,734,49646900
1789208922556-tick,735,49165600
1789208922556-tick,736,49922300
1789208922556-tick,737,51273700
1789208922556-tick,738,49865300
1789208922556-tick,739,50364700
1789208922556-tick,740,48250300
1789208922556-tick,741,49869200
1789208922556-tick,742,50973500
1789208922556-tick,743,49388100
1789208922556-tick,744,50205000
1789208922556-tick,745,49621200
1789208922556-tick,746,50567100
1789208922556-tick,747,51074600
1789208922556-tick,748,49453000
1789208922556-tick,749,49569700
1789208922556-tick,750,51135900
1789208922556-tick,751,48563100
1789208922556-tick,752,49536200
1789208922556-tick,753,51691300
1789208922556-tick,754,49286600
1789208922556-tick,755,50566100
1789208922556-tick,756,49127600
1789208922556-tick,757,49610300
1789208922556-tick,758,49718900
1789208922556-tick,759,49869400
1789208922556-tick,760,50578600
1789208922556-tick,761,50524400
1789208922556-tick,762,49892000
1789208922556-tick,763,50001200
1789208922556-tick,764,50832200
1789208922556-tick,765,49150200
1789208922556-tick,766,49194600
1789208922556-tick,767,50489000
1789208922556-tick,768,51292300
1789208922556-tick,769,48271600
1789208922556-tick,770,50146000
1789208922556-tick,771,50564200
1789208922556-tick,772,50700500
1789208922556-tick,773,50066100
1789208922556-tick,774,48685000
1789208922556-tick,775,51329500
1789208922556-tick,776,49582500
1789208922556-tick,777,50369400
1789208922556-tick,778,48451700
1789208922556-tick,779,50656200
1789208922556-tick,780,50130200
1789208922556-tick,781,49456900
1789208922556-tick,782,50230900
1789208922556-tick,783,49386500
1789208922556-tick,784,50425000
1789208922556-tick,785,50132100
1789208922556-tick,786,50576500
1789208922556-tick,787,49979900
1789208922556-tick,788,50737600
1789208922556-tick,789,49305900
1789208922556-tick,790,48828900
1789208922556-tick,791,51253700
1789208922556-tick,792,50111000
1789208922556-tick,793,49216800
1789208922556-tick,794,50336000
1789208922556-tick,795,50132300
1789208922556-tick,796,49878800
1789208922556-tick,797,49087800
1789208922556-tick,798,51365000
1789208922556-tick,799,50311900
1789208922556-tick,800,48369300
