gen,seq,delta_ns
1789205075096-tick,199,49545500
1789205075096-tick,200,50139200
1789205075096-tick,201,50624200
1789205075096-tick,202,49259000
1789205075096-tick,203,50119000
1789205075096-tick,204,49762100
1789205075096-tick,205,49426100
1789205075096-tick,206,50427900
1789205075096-tick,207,51164700
1789205075096-tick,208,49064500
1789205075096-tick,209,50081900
1789205075096-tick,210,50204900
1789205075096-tick,211,50408000
1789205075096-tick,212,49020600
1789205075096-tick,213,51036600
1789205075096-tick,214,49599900
1789205075096-tick,215,49644900
1789205075096-tick,216,50285200
1789205075096-tick,217,49659900
1789205075096-tick,218,50578600
1789205075096-tick,219,49287000
1789205075096-tick,220,50428600
1789205075096-tick,221,49145500
1789205075096-tick,222,50249300
1789205075096-tick,223,50486600
1789205075096-tick,224,49496100
1789205075096-tick,225,50148400
1789205075096-tick,226,51251300
1789205075096-tick,227,49225400
1789205075096-tick,228,50289700
1789205075096-tick,229,49073400
1789205075096-tick,230,50889700
1789205075096-tick,231,49336700
1789205075096-tick,232,49720600
1789205075096-tick,233,51520500
1789205075096-tick,234,48994900
1789205075096-tick,235,50064200
1789205075096-tick,236,50295500
1789205075096-tick,237,50704600
1789205075096-tick,238,49503700
1789205075096-tick,239,48950400
1789205075096-tick,240,50598800
1789205075096-tick,241,51005800
1789205075096-tick,242,49988000
1789205075096-tick,243,50218300
1789205075096-tick,244,48373500
1789205075096-tick,245,50146600
1789205075096-tick,246,50130000
1789205075096-tick,247,49666000
1789205075096-tick,248,50031600
1789205075096-tick,249,50388700
1789205075096-tick,250,50068400
1789205075096-tick,251,49652200
1789205075096-tick,252,49955400
1789205075096-tick,253,50022900
1789205075096-tick,254,49420500
1789205075096-tick,255,50848800
1789205075096-tick,256,50119800
1789205075096-tick,257,50398300
1789205075096-tick,258,49078900
1789205075096-tick,259,49948000
1789205075096-tick,260,50860400
1789205075096-tick,261,49410400
1789205075096-tick,262,50134100
1789205075096-tick,263,50973200
1789205075096-tick,264,49139900
1789205075096-tick,265,49731200
1789205075096-tick,266,50000500
1789205075096-tick,267,49984100
1789205075096-tick,268,49808700
1789205075096-tick,269,49933000
1789205075096-tick,270,50104300
1789205075096-tick,271,49824900
1789205075096-tick,272,50765500
1789205075096-tick,273,49228800
1789205075096-tick,274,50689600
1789205075096-tick,275,49412000
1789205075096-tick,276,49801500
1789205075096-tick,277,51400300
1789205075096-tick,278,48843200
1789205075096-tick,279,49720700
1789205075096-tick,280,51562800
1789205075096-tick,281,50085200
1789205075096-tick,282,49332200
1789205075096-tick,283,49454600
1789205075096-tick,284,50270000
1789205075096-tick,285,50512000
1789205075096-tick,286,49033600
1789205075096-tick,287,50135400
1789205075096-tick,288,49446600
1789205075096-tick,289,51567500
1789205075096-tick,290,49239600
1789205075096-tick,291,49206000
1789205075096-tick,292,51679300
1789205075096-tick,293,49350100
1789205075096-tick,294,50665500
1789205075096-tick,295,49997300
1789205075096-tick,296,48599100
1789205075096-tick,297,51319700
1789205075096-tick,298,49141200
1789205075096-tick,299,50003600
1789205075096-tick,300,49844300
1789205075096-tick,301,49640900
1789205075096-tick,302,50041200
1789205075096-tick,303,50339300
1789205075096-tick,304,50553000
1789205075096-tick,305,48890600
1789205075096-tick,306,50218700
1789205075096-tick,307,50027900
1789205075096-tick,308,50489200
1789205075096-tick,309,50969200
1789205075096-tick,310,48705300
1789205075096-tick,311,51023200
1789205075096-tick,312,48547900
1789205075096-tick,313,51710000
1789205075096-tick,314,48245600
1789205075096-tick,315,50149000
1789205075096-tick,316,50145400
1789205075096-tick,317,51200600
1789205075096-tick,318,48504500
1789205075096-tick,319,51500000
1789205075096-tick,320,50022600
1789205075096-tick,321,49043500
1789205075096-tick,322,50489700
1789205075096-tick,323,50556800
1789205075096-tick,324,49019600
1789205075096-tick,325,50827900
1789205075096-tick,326,49397500
1789205075096-tick,327,50828300
1789205075096-tick,328,49563700
1789205075096-tick,329,50518900
1789205075096-tick,330,49035700
1789205075096-tick,331,49268600
1789205075096-tick,332,50965900
1789205075096-tick,333,50679600
1789205075096-tick,334,49268200
1789205075096-tick,335,49722200
1789205075096-tick,336,50300500
1789205075096-tick,337,50302300
1789205075096-tick,338,49349800
1789205075096-tick,339,49682700
1789205075096-tick,340,50115600
1789205075096-tick,341,51087500
1789205075096-tick,342,48610500
1789205075096-tick,343,50076600
1789205075096-tick,344,50530300
1789205075096-tick,345,49332500
1789205075096-tick,346,51104500
1789205075096-tick,347,50516700
1789205075096-tick,348,49199200
1789205075096-tick,349,50735400
1789205075096-tick,350,49069800
1789205075096-tick,351,49250500
1789205075096-tick,352,50118000
1789205075096-tick,353,51411100
1789205075096-tick,354,48610700
1789205075096-tick,355,49917900
1789205075096-tick,356,50960700
1789205075096-tick,357,50540000
1789205075096-tick,358,48573200
1789205075096-tick,359,50066800
1789205075096-tick,360,50077500
1789205075096-tick,361,49872700
1789205075096-tick,362,50472300
1789205075096-tick,363,50930900
1789205075096-tick,364,48475100
1789205075096-tick,365,50751300
1789205075096-tick,366,49228400
1789205075096-tick,367,50251200
1789205075096-tick,368,50164500
1789205075096-tick,369,50636000
1789205075096-tick,370,50210800
1789205075096-tick,371,50537000
1789205075096-tick,372,49857200
1789205075096-tick,373,49914400
1789205075096-tick,374,49070300
1789205075096-tick,375,49886800
1789205075096-tick,376,51205800
1789205075096-tick,377,49970200
1789205075096-tick,378,48582100
1789205075096-tick,379,49955800
1789205075096-tick,380,49981900
1789205075096-tick,381,50322700
1789205075096-tick,382,49554200
1789205075096-tick,383,51446200
1789205075096-tick,384,48557600
1789205075096-tick,385,50087000
1789205075096-tick,386,51029100
1789205075096-tick,387,48833900
1789205075096-tick,388,50795600
1789205075096-tick,389,50590100
1789205075096-tick,390,49200400
1789205075096-tick,391,49661000
1789205075096-tick,392,51281600
1789205075096-tick,393,48961900
1789205075096-tick,394,50077800
1789205075096-tick,395,50112300
1789205075096-tick,396,49860500
1789205075096-tick,397,51036000
1789205075096-tick,398,48970000
1789205075096-tick,399,50451200
1789205075096-tick,400,49317900
1789205075096-tick,401,50475900
1789205075096-tick,402,49829900
1789205075096-tick,403,50136000
1789205075096-tick,404,50018000
1789205075096-tick,405,49509400
1789205075096-tick,406,50743600
1789205075096-tick,407,49407400
1789205075096-tick,408,49694300
1789205075096-tick,409,50159900
1789205075096-tick,410,50359700
1789205075096-tick,411,49896300
1789205075096-tick,412,49906200
1789205075096-tick,413,49531400
1789205075096-tick,414,50562900
1789205075096-tick,415,50563400
1789205075096-tick,416,50034000
1789205075096-tick,417,49373500
1789205075096-tick,418,49477100
1789205075096-tick,419,50551900
1789205075096-tick,420,51362100
1789205075096-tick,421,48361000
1789205075096-tick,422,50554800
1789205075096-tick,423,49110800
1789205075096-tick,424,51724100
1789205075096-tick,425,49970400
1789205075096-tick,426,49145200
1789205075096-tick,427,49141200
1789205075096-tick,428,50082700
1789205075096-tick,429,51417300
1789205075096-tick,430,48616300
1789205075096-tick,431,51604800
1789205075096-tick,432,50357900
1789205075096-tick,433,49359900
1789205075096-tick,434,50005900
1789205075096-tick,435,50146700
1789205075096-tick,436,49136900
1789205075096-tick,437,51146300
1789205075096-tick,438,48125100
1789205075096-tick,439,50190900
1789205075096-tick,440,50728300
1789205075096-tick,441,51016700
1789205075096-tick,442,48513600
1789205075096-tick,443,50253100
1789205075096-tick,444,50860500
1789205075096-tick,445,49389600
1789205075096-tick,446,50977100
1789205075096-tick,447,49470300
1789205075096-tick,448,48611900
1789205075096-tick,449,51690900
1789205075096-tick,450,48492300
1789205075096-tick,451,51601200
1789205075096-tick,452,48361700
1789205075096-tick,453,51413400
1789205075096-tick,454,48580000
1789205075096-tick,455,51434300
1789205075096-tick,456,49248500
1789205075096-tick,457,50619200
1789205075096-tick,458,48712200
1789205075096-tick,459,51390700
1789205075096-tick,460,49336700
1789205075096-tick,461,50317800
1789205075096-tick,462,50566900
1789205075096-tick,463,48727000
1789205075096-tick,464,49501000
1789205075096-tick,465,51417700
1789205075096-tick,466,48981200
1789205075096-tick,467,50093700
1789205075096-tick,468,50881700
1789205075096-tick,469,48841800
1789205075096-tick,470,49837700
1789205075096-tick,471,50164000
1789205075096-tick,472,51395400
1789205075096-tick,473,49422100
1789205075096-tick,474,49746800
1789205075096-tick,475,49750400
1789205075096-tick,476,49805800
1789205075096-tick,477,51134100
1789205075096-tick,478,50053200
1789205075096-tick,479,48494900
1789205075096-tick,480,50793600
1789205075096-tick,481,50125400
1789205075096-tick,482,49986200
1789205075096-tick,483,49427400
1789205075096-tick,484,49685400
1789205075096-tick,485,50848300
1789205075096-tick,486,49159100
1789205075096-tick,487,50537500
1789205075096-tick,488,49430300
1789205075096-tick,489,51008800
1789205075096-tick,490,49012500
1789205075096-tick,491,51787100
1789205075096-tick,492,49862600
1789205075096-tick,493,49729300
1789205075096-tick,494,48882900
1789205075096-tick,495,50067200
1789205075096-tick,496,50122500
1789205075096-tick,497,50945100
1789205075096-tick,498,49242400
1789205075096-tick,499,49302900
1789205075096-tick,500,50625000
1789205075096-tick,501,49882400
1789205075096-tick,502,49952300
1789205075096-tick,503,49959400
1789205075096-tick,504,50394600
1789205075096-tick,505,49955900
1789205075096-tick,506,50376400
1789205075096-tick,507,49162300
1789205075096-tick,508,51059700
1789205075096-tick,509,48762200
1789205075096-tick,510,49979600
1789205075096-tick,511,50911700
1789205075096-tick,512,49959200
1789205075096-tick,513,49867400
1789205075096-tick,514,49771300
1789205075096-tick,515,51060900
1789205075096-tick,516,49068600
1789205075096-tick,517,51055400
1789205075096-tick,518,48364700
1789205075096-tick,519,51300700
1789205075096-tick,520,49335700
1789205075096-tick,521,50663600
1789205075096-tick,522,48593900
1789205075096-tick,523,51583200
1789205075096-tick,524,49503600
1789205075096-tick,525,49264400
1789205075096-tick,526,51031100
1789205075096-tick,527,48864800
1789205075096-tick,528,50426000
1789205075096-tick,529,49321800
1789205075096-tick,530,50200800
1789205075096-tick,531,50484900
1789205075096-tick,532,51152200
1789205075096-tick,533,48613400
1789205075096-tick,534,49635600
1789205075096-tick,535,50074100
1789205075096-tick,536,50856500
1789205075096-tick,537,49374100
1789205075096-tick,538,51046200
1789205075096-tick,539,49919900
1789205075096-tick,540,49493900
1789205075096-tick,541,50740600
1789205075096-tick,542,49219600
1789205075096-tick,543,50363400
1789205075096-tick,544,49693900
1789205075096-tick,545,50389300
1789205075096-tick,546,50315600
1789205075096-tick,547,48450100
1789205075096-tick,548,50738300
1789205075096-tick,549,49368500
1789205075096-tick,550,50108200
1789205075096-tick,551,51381400
1789205075096-tick,552,49726600
1789205075096-tick,553,49515900
1789205075096-tick,554,51017600
1789205075096-tick,555,48740500
1789205075096-tick,556,49793000
1789205075096-tick,557,50203100
1789205075096-tick,558,49992400
1789205075096-tick,559,51047000
1789205075096-tick,560,49198400
1789205075096-tick,561,50127000
1789205075096-tick,562,49991700
1789205075096-tick,563,49072900
1789205075096-tick,564,50195300
1789205075096-tick,565,51221100
1789205075096-tick,566,49239100
1789205075096-tick,567,49547600
1789205075096-tick,568,50536600
1789205075096-tick,569,50527100
1789205075096-tick,570,49192000
1789205075096-tick,571,49669100
1789205075096-tick,572,50929200
1789205075096-tick,573,49229900
1789205075096-tick,574,50019500
1789205075096-tick,575,50599000
1789205075096-tick,576,50990400
1789205075096-tick,577,48843700
1789205075096-tick,578,50019100
1789205075096-tick,579,49386800
1789205075096-tick,580,50130500
1789205075096-tick,581,51115000
1789205075096-tick,582,50289000
1789205075096-tick,583,48311000
1789205075096-tick,584,51359700
1789205075096-tick,585,48797800
1789205075096-tick,586,49802200
1789205075096-tick,587,50425900
1789205075096-tick,588,50105900
1789205075096-tick,589,50126300
1789205075096-tick,590,50647800
1789205075096-tick,591,50025100
1789205075096-tick,592,48654700
1789205075096-tick,593,50928200
1789205075096-tick,594,50487700
1789205075096-tick,595,49407200
1789205075096-tick,596,49365500
1789205075096-tick,597,50121100
1789205075096-tick,598,50464900
1789205075096-tick,599,50486300
1789205075096-tick,600,50241200
1789205075096-tick,601,49213300
1789205075096-tick,602,50309500
1789205075096-tick,603,50295400
1789205075096-tick,604,49151600
1789205075096-tick,605,50290500
1789205075096-tick,606,50260600
1789205075096-tick,607,49562300
1789205075096-tick,608,50502700
1789205075096-tick,609,50023300
1789205075096-tick,610,49541400
1789205075096-tick,611,49694400
1789205075096-tick,612,51188500
1789205075096-tick,613,48686200
1789205075096-tick,614,51152800
1789205075096-tick,615,49001400
1789205075096-tick,616,49621900
1789205075096-tick,617,50873000
1789205075096-tick,618,49488700
1789205075096-tick,619,50243200
1789205075096-tick,620,50968400
1789205075096-tick,621,48655900
1789205075096-tick,622,51210400
1789205075096-tick,623,49978800
1789205075096-tick,624,49460500
1789205075096-tick,625,50714500
1789205075096-tick,626,49088100
1789205075096-tick,627,49686100
1789205075096-tick,628,50466500
1789205075096-tick,629,49156400
1789205075096-tick,630,51561200
1789205075096-tick,631,48868700
1789205075096-tick,632,49608300
1789205075096-tick,633,50150500
1789205075096-tick,634,50433900
1789205075096-tick,635,49997200
1789205075096-tick,636,50263000
1789205075096-tick,637,50787600
1789205075096-tick,638,48970000
1789205075096-tick,639,51048600
1789205075096-tick,640,48446100
1789205075096-tick,641,51208400
1789205075096-tick,642,48646900
1789205075096-tick,643,50192900
1789205075096-tick,644,50385100
1789205075096-tick,645,49785000
1789205075096-tick,646,50281600
1789205075096-tick,647,49822400
1789205075096-tick,648,50783200
1789205075096-tick,649,48982800
1789205075096-tick,650,49771000
1789205075096-tick,651,50562300
1789205075096-tick,652,51226600
1789205075096-tick,653,48997700
1789205075096-tick,654,50373600
1789205075096-tick,655,49950900
1789205075096-tick,656,50540100
1789205075096-tick,657,48536400
1789205075096-tick,658,49939400
1789205075096-tick,659,50248200
1789205075096-tick,660,50160000
1789205075096-tick,661,49804300
1789205075096-tick,662,51665300
1789205075096-tick,663,49435000
1789205075096-tick,664,49031700
1789205075096-tick,665,49601700
1789205075096-tick,666,50756600
1789205075096-tick,667,50341500
1789205075096-tick,668,49441100
1789205075096-tick,669,49387300
1789205075096-tick,670,50207500
1789205075096-tick,671,50135400
1789205075096-tick,672,51676500
1789205075096-tick,673,48420000
1789205075096-tick,674,50476900
1789205075096-tick,675,51103500
1789205075096-tick,676,48766100
1789205075096-tick,677,50411600
1789205075096-tick,678,50347500
1789205075096-tick,679,49177900
1789205075096-tick,680,49603000
1789205075096-tick,681,49763200
1789205075096-tick,682,50452200
1789205075096-tick,683,49918900
1789205075096-tick,684,50818400
1789205075096-tick,685,49853000
1789205075096-tick,686,49303600
1789205075096-tick,687,49884000
1789205075096-tick,688,49837300
1789205075096-tick,689,51119400
1789205075096-tick,690,49187000
1789205075096-tick,691,50923900
1789205075096-tick,692,49893200
1789205075096-tick,693,48982800
1789205075096-tick,694,49945800
1789205075096-tick,695,49994000
1789205075096-tick,696,51203900
1789205075096-tick,697,48990200
1789205075096-tick,698,49979600
1789205075096-tick,699,51565100
1789205075096-tick,700,48066100
1789205075096-tick,701,51512700
1789205075096-tick,702,49014800
1789205075096-tick,703,50878200
1789205075096-tick,704,49041500
1789205075096-tick,705,50473300
1789205075096-tick,706,49891200
1789205075096-tick,707,49895400
1789205075096-tick,708,50560400
1789205075096-tick,709,48985700
1789205075096-tick,710,51480400
1789205075096-tick,711,48412800
1789205075096-tick,712,50866400
1789205075096-tick,713,49116000
1789205075096-tick,714,50210400
1789205075096-tick,715,50610700
1789205075096-tick,716,49731700
1789205075096-tick,717,49936500
1789205075096-tick,718,50108800
1789205075096-tick,719,51141100
1789205075096-tick,720,48453200
1789205075096-tick,721,51717100
1789205075096-tick,722,48157000
1789205075096-tick,723,51145700
1789205075096-tick,724,49265100
1789205075096-tick,725,49541100
1789205075096-tick,726,50590000
1789205075096-tick,727,50428000
1789205075096-tick,728,48902600
1789205075096-tick,729,51168200
1789205075096-tick,730,49124200
1789205075096-tick,731,49867200
1789205075096-tick,732,51366800
1789205075096-tick,733,48478800
1789205075096-tick,734,51756500
1789205075096-tick,735,49325500
1789205075096-tick,736,49042400
1789205075096-tick,737,49930000
1789205075096-tick,738,51075300
1789205075096-tick,739,49128200
1789205075096-tick,740,50323500
1789205075096-tick,741,50118400
1789205075096-tick,742,49446400
1789205075096-tick,743,50382000
1789205075096-tick,744,50284900
1789205075096-tick,745,50661800
1789205075096-tick,746,48697800
1789205075096-tick,747,50763200
1789205075096-tick,748,50036000
1789205075096-tick,749,49882300
1789205075096-tick,750,49372500
1789205075096-tick,751,50013900
1789205075096-tick,752,51482800
1789205075096-tick,753,48223500
1789205075096-tick,754,51285500
1789205075096-tick,755,49017200
1789205075096-tick,756,50120000
1789205075096-tick,757,50941300
1789205075096-tick,758,49303300
1789205075096-tick,759,49971900
1789205075096-tick,760,49884800
1789205075096-tick,761,50987700
1789205075096-tick,762,48746100
1789205075096-tick,763,51604000
1789205075096-tick,764,48601400
1789205075096-tick,765,49655900
1789205075096-tick,766,49995700
1789205075096-tick,767,50580400
1789205075096-tick,768,49885700
1789205075096-tick,769,49597400
1789205075096-tick,770,51596600
1789205075096-tick,771,49628600
1789205075096-tick,772,48689200
1789205075096-tick,773,50631300
1789205075096-tick,774,50179900
1789205075096-tick,775,50694900
1789205075096-tick,776,49119600
1789205075096-tick,777,50113500
1789205075096-tick,778,49249400
1789205075096-tick,779,50412100
1789205075096-tick,780,50291600
1789205075096-tick,781,50368100
1789205075096-tick,782,48968800
1789205075096-tick,783,51140600
1789205075096-tick,784,49262900
1789205075096-tick,785,49532500
1789205075096-tick,786,50479200
1789205075096-tick,787,49564300
1789205075096-tick,788,51373800
1789205075096-tick,789,49157200
1789205075096-tick,790,49930700
1789205075096-tick,791,49729800
1789205075096-tick,792,50533100
1789205075096-tick,793,50873900
1789205075096-tick,794,49663500
1789205075096-tick,795,50397100
1789205075096-tick,796,48729600
1789205075096-tick,797,49566200
1789205075096-tick,798,50139400
1789205075096-tick,799,49915100
1789205075096-tick,800,50529500
1789205075096-tick,801,50102700
1789205075096-tick,802,49448500
1789205075096-tick,803,51657600
1789205075096-tick,804,48360000
1789205075096-tick,805,51671700
1789205075096-tick,806,49383600
1789205075096-tick,807,50248600
1789205075096-tick,808,48447100
1789205075096-tick,809,51176100
1789205075096-tick,810,49472300
1789205075096-tick,811,50429200
1789205075096-tick,812,49444400
1789205075096-tick,813,49736200
1789205075096-tick,814,50203300
1789205075096-tick,815,49553200
1789205075096-tick,816,50031800
1789205075096-tick,817,51013800
1789205075096-tick,818,49704100
1789205075096-tick,819,50803200
1789205075096-tick,820,48487300
1789205075096-tick,821,51157300
1789205075096-tick,822,49421400
1789205075096-tick,823,49852300
1789205075096-tick,824,50867700
1789205075096-tick,825,49241000
1789205075096-tick,826,49415700
1789205075096-tick,827,50746100
1789205075096-tick,828,49533800
1789205075096-tick,829,50273600
1789205075096-tick,830,50303600
1789205075096-tick,831,50016800
1789205075096-tick,832,49727300
1789205075096-tick,833,49614100
1789205075096-tick,834,51358800
1789205075096-tick,835,50055800
1789205075096-tick,836,50406400
1789205075096-tick,837,48963000
1789205075096-tick,838,49475500
1789205075096-tick,839,49598700
1789205075096-tick,840,50554500
1789205075096-tick,841,49417800
1789205075096-tick,842,51503600
1789205075096-tick,843,50053900
1789205075096-tick,844,49047200
1789205075096-tick,845,50032700
1789205075096-tick,846,50993700
1789205075096-tick,847,50174000
1789205075096-tick,848,50047100
1789205075096-tick,849,49195500
1789205075096-tick,850,49549400
1789205075096-tick,851,51237000
1789205075096-tick,852,48439000
1789205075096-tick,853,51218500
1789205075096-tick,854,48986200
1789205075096-tick,855,50239400
1789205075096-tick,856,51115800
1789205075096-tick,857,49829000
1789205075096-tick,858,50213600
1789205075096-tick,859,48583700
1789205075096-tick,860,49540400
1789205075096-tick,861,50039400
1789205075096-tick,862,50029700
1789205075096-tick,863,50423900
1789205075096-tick,864,51375900
1789205075096-tick,865,48972600
1789205075096-tick,866,50484900
1789205075096-tick,867,50322500
1789205075096-tick,868,49296300
1789205075096-tick,869,50244500
1789205075096-tick,870,49572700
1789205075096-tick,871,50467200
1789205075096-tick,872,49097200
1789205075096-tick,873,49923900
1789205075096-tick,874,50193300
1789205075096-tick,875,49950200
1789205075096-tick,876,51217500
1789205075096-tick,877,48368700
1789205075096-tick,878,50921100
1789205075096-tick,879,49913400
1789205075096-tick,880,49226000
1789205075096-tick,881,51248300
1789205075096-tick,882,50739100
1789205075096-tick,883,49728700
1789205075096-tick,884,49865400
1789205075096-tick,885,48681300
1789205075096-tick,886,50549700
1789205075096-tick,887,49093300
1789205075096-tick,888,50449200
1789205075096-tick,889,49771100
1789205075096-tick,890,51361500
1789205075096-tick,891,49229700
1789205075096-tick,892,49574500
1789205075096-tick,893,50301700
1789205075096-tick,894,49825000
1789205075096-tick,895,49581300
1789205075096-tick,896,51769000
1789205075096-tick,897,49505200
1789205075096-tick,898,49099400
1789205075096-tick,899,49539800
1789205075096-tick,900,52037100
1789205075096-tick,901,49580300
1789205075096-tick,902,48951400
1789205075096-tick,903,50038100
1789205075096-tick,904,49464300
1789205075096-tick,905,51523300
1789205075096-tick,906,49372100
1789205075096-tick,907,49971900
1789205075096-tick,908,50385800
1789205075096-tick,909,50254700
1789205075096-tick,910,48836200
1789205075096-tick,911,50445500
1789205075096-tick,912,50320700
1789205075096-tick,913,49344900
1789205075096-tick,914,49709100
1789205075096-tick,915,51349200
1789205075096-tick,916,48906900
1789205075096-tick,917,50218300
1789205075096-tick,918,50488500
1789205075096-tick,919,49221000
1789205075096-tick,920,49912400
1789205075096-tick,921,51633400
1789205075096-tick,922,48548600
1789205075096-tick,923,51019100
1789205075096-tick,924,48724300
1789205075096-tick,925,49898700
1789205075096-tick,926,51239500
1789205075096-tick,927,48746600
1789205075096-tick,928,50206200
1789205075096-tick,929,51216900
1789205075096-tick,930,48568400
1789205075096-tick,931,51558400
